AUTO_ID,AGENT_ID,TYPE_ACTION,CREATE_DATE
269579,bpomb34,END_SHIFT,1752507017000
269599,bpomb34,START_WORKING,1752507019000
270588,bpomb34,START_SHIFT,1752562853000
270592,bpomb34,START_BREAK,1752562855000
270593,bpomb34,START_WORKING,1752562902000
270594,bpomb34,START_BREAK,1752564909000
270595,bpomb34,START_WORKING,1752565178000
270596,bpomb34,START_BREAK,1752567126000
270597,bpomb34,START_WORKING,1752567324000
270598,bpomb34,START_BREAK,1752571697000
270599,bpomb34,START_WORKING,1752572571000
270600,bpomb34,START_BREAK,1752574264000
270589,bpomb34,END_SHIFT,1752575413000
270601,bpomb34,START_WORKING,1752575415000
270591,bpomb34,START_SHIFT,1752577255000
270602,bpomb34,START_BREAK,1752577257000
270603,bpomb34,START_WORKING,1752577585000
270604,bpomb34,START_BREAK,1752580369000
270605,bpomb34,START_WORKING,1752580933000
270606,bpomb34,START_BREAK,1752586580000
270607,bpomb34,START_WORKING,1752586744000
270608,bpomb34,START_BREAK,1752590555000
270590,bpomb34,END_SHIFT,1752591605000
270609,bpomb34,START_WORKING,1752591606000
271572,bpomb34,START_SHIFT,1752651004000
271576,bpomb34,START_BREAK,1752651008000
271577,bpomb34,START_WORKING,1752651088000
271578,bpomb34,START_BREAK,1752654543000
271579,bpomb34,START_WORKING,1752654546000
271580,bpomb34,START_BREAK,1752655019000
271581,bpomb34,START_WORKING,1752655399000
271582,bpomb34,START_BREAK,1752656089000
271583,bpomb34,START_WORKING,1752656510000
271584,bpomb34,START_BREAK,1752659169000
271585,bpomb34,START_WORKING,1752660119000
271586,bpomb34,START_BREAK,1752664490000
271573,bpomb34,END_SHIFT,1752665919000
271587,bpomb34,START_WORKING,1752665922000
271574,bpomb34,START_SHIFT,1752667847000
271589,bpomb34,START_BREAK,1752667850000
271588,bpomb34,START_WORKING,1752667903000
271590,bpomb34,START_BREAK,1752669739000
271591,bpomb34,START_WORKING,1752670040000
271593,bpomb34,START_BREAK,1752672936000
271592,bpomb34,START_WORKING,1752672948000
271594,bpomb34,START_BREAK,1752678110000
271595,bpomb34,START_WORKING,1752678205000
271596,bpomb34,START_BREAK,1752678729000
271575,bpomb34,END_SHIFT,1752679833000
271597,bpomb34,START_WORKING,1752679835000
272356,bpomb34,START_SHIFT,1752737403000
272360,bpomb34,START_BREAK,1752741166000
272361,bpomb34,START_WORKING,1752741644000
272362,bpomb34,START_BREAK,1752744117000
272363,bpomb34,START_WORKING,1752744294000
272364,bpomb34,START_BREAK,1752745013000
272365,bpomb34,START_WORKING,1752745706000
272366,bpomb34,START_BREAK,1752745761000
272367,bpomb34,START_WORKING,1752746000000
272368,bpomb34,START_BREAK,1752749910000
272369,bpomb34,START_WORKING,1752750521000
272370,bpomb34,START_BREAK,1752752065000
272372,bpomb34,START_WORKING,1752753005000
272371,bpomb34,START_BREAK,1752754763000
272373,bpomb34,START_WORKING,1752755564000
272374,bpomb34,START_BREAK,1752756724000
272357,bpomb34,END_SHIFT,1752757225000
272375,bpomb34,START_WORKING,1752757227000
272358,bpomb34,START_SHIFT,1752759016000
272376,bpomb34,START_BREAK,1752759019000
272377,bpomb34,START_WORKING,1752759182000
272378,bpomb34,START_BREAK,1752761314000
272379,bpomb34,START_WORKING,1752761684000
272380,bpomb34,START_BREAK,1752765544000
272359,bpomb34,END_SHIFT,1752766259000
272381,bpomb34,START_WORKING,1752766262000
273906,bpomb34,START_SHIFT,1752910215000
273910,bpomb34,START_BREAK,1752915220000
273912,bpomb34,START_WORKING,1752915812000
273911,bpomb34,START_BREAK,1752917914000
273913,bpomb34,START_WORKING,1752918616000
273914,bpomb34,START_BREAK,1752923705000
273916,bpomb34,START_WORKING,1752924112000
273915,bpomb34,START_BREAK,1752925855000
273907,bpomb34,END_SHIFT,1752926582000
273917,bpomb34,START_WORKING,1752926583000
273909,bpomb34,START_SHIFT,1752928447000
273918,bpomb34,START_BREAK,1752928450000
273920,bpomb34,START_WORKING,1752928771000
273919,bpomb34,START_BREAK,1752930864000
273921,bpomb34,START_WORKING,1752930874000
273922,bpomb34,START_BREAK,1752931225000
273923,bpomb34,START_WORKING,1752931997000
273924,bpomb34,START_BREAK,1752933842000
273925,bpomb34,START_WORKING,1752934323000
273926,bpomb34,START_BREAK,1752935134000
273927,bpomb34,START_WORKING,1752935137000
273929,bpomb34,START_BREAK,1752938280000
273908,bpomb34,END_SHIFT,1752939030000
273928,bpomb34,START_WORKING,1752939032000
274678,bpomb34,START_SHIFT,1752996618000
274682,bpomb34,START_BREAK,1753001149000
274683,bpomb34,START_WORKING,1753002640000
274684,bpomb34,START_BREAK,1753003712000
274685,bpomb34,START_WORKING,1753003961000
274686,bpomb34,START_BREAK,1753008695000
274687,bpomb34,START_WORKING,1753009030000
274688,bpomb34,START_BREAK,1753010163000
274689,bpomb34,START_WORKING,1753010622000
274690,bpomb34,START_BREAK,1753011981000
274691,bpomb34,START_WORKING,1753012195000
274692,bpomb34,START_BREAK,1753013254000
274693,bpomb34,START_WORKING,1753013584000
274694,bpomb34,START_BREAK,1753014331000
274679,bpomb34,END_SHIFT,1753015082000
274696,bpomb34,START_WORKING,1753015083000
274680,bpomb34,START_SHIFT,1753016890000
274695,bpomb34,START_BREAK,1753016892000
274697,bpomb34,START_WORKING,1753017251000
274698,bpomb34,START_BREAK,1753019769000
274699,bpomb34,START_WORKING,1753020435000
274700,bpomb34,START_BREAK,1753021568000
274701,bpomb34,START_WORKING,1753021791000
274702,bpomb34,START_BREAK,1753024536000
274681,bpomb34,END_SHIFT,1753025666000
274703,bpomb34,START_WORKING,1753025668000
275432,bpomb34,START_SHIFT,1753056006000
275437,bpomb34,START_BREAK,1753056009000
275438,bpomb34,START_WORKING,1753056210000
275439,bpomb34,START_BREAK,1753064072000
275440,bpomb34,START_WORKING,1753064659000
275441,bpomb34,START_BREAK,1753065408000
275442,bpomb34,START_WORKING,1753066231000
275443,bpomb34,START_BREAK,1753070308000
275434,bpomb34,END_SHIFT,1753071059000
275444,bpomb34,START_WORKING,1753071061000
275435,bpomb34,START_SHIFT,1753072897000
275445,bpomb34,START_BREAK,1753072899000
275446,bpomb34,START_WORKING,1753073132000
275448,bpomb34,START_BREAK,1753076254000
275447,bpomb34,START_WORKING,1753076257000
275449,bpomb34,START_BREAK,1753079464000
275450,bpomb34,START_WORKING,1753080369000
275451,bpomb34,START_BREAK,1753083880000
275436,bpomb34,END_SHIFT,1753084830000
275452,bpomb34,START_WORKING,1753084832000
278564,bpomb34,START_SHIFT,1753428681000
278568,bpomb34,START_BREAK,1753428685000
278569,bpomb34,START_WORKING,1753428824000
278570,bpomb34,START_BREAK,1753431735000
278571,bpomb34,START_WORKING,1753432260000
278572,bpomb34,START_BREAK,1753432462000
278573,bpomb34,START_WORKING,1753432892000
278574,bpomb34,START_BREAK,1753439220000
278575,bpomb34,START_WORKING,1753440486000
278576,bpomb34,START_BREAK,1753446140000
278565,bpomb34,END_SHIFT,1753446803000
278577,bpomb34,START_WORKING,1753446805000
278566,bpomb34,START_SHIFT,1753448587000
278578,bpomb34,START_BREAK,1753448589000
278579,bpomb34,START_WORKING,1753448958000
278581,bpomb34,START_BREAK,1753452690000
278580,bpomb34,START_WORKING,1753453327000
278582,bpomb34,START_BREAK,1753456583000
278567,bpomb34,END_SHIFT,1753457474000
278583,bpomb34,START_WORKING,1753457475000
279235,bpomb34,START_SHIFT,1753513238000
279239,bpomb34,START_BREAK,1753513241000
279240,bpomb34,START_WORKING,1753513806000
279241,bpomb34,START_BREAK,1753516597000
279242,bpomb34,START_WORKING,1753517241000
279243,bpomb34,START_BREAK,1753521317000
279244,bpomb34,START_WORKING,1753522158000
279246,bpomb34,START_BREAK,1753526885000
279236,bpomb34,END_SHIFT,1753527604000
279245,bpomb34,START_WORKING,1753527605000
279237,bpomb34,START_SHIFT,1753529450000
279247,bpomb34,START_BREAK,1753529452000
279248,bpomb34,START_WORKING,1753529667000
279249,bpomb34,START_BREAK,1753532772000
279250,bpomb34,START_WORKING,1753533391000
279251,bpomb34,START_BREAK,1753537181000
279252,bpomb34,START_WORKING,1753538066000
279254,bpomb34,START_BREAK,1753538509000
279253,bpomb34,START_WORKING,1753538772000
279255,bpomb34,START_BREAK,1753540835000
279238,bpomb34,END_SHIFT,1753542546000
279257,bpomb34,START_WORKING,1753542547000
279946,bpomb34,START_SHIFT,1753601467000
279950,bpomb34,START_BREAK,1753601470000
279951,bpomb34,START_WORKING,1753601575000
279952,bpomb34,START_BREAK,1753605405000
279953,bpomb34,START_WORKING,1753605740000
279954,bpomb34,START_BREAK,1753609762000
279955,bpomb34,START_WORKING,1753610459000
279956,bpomb34,START_BREAK,1753611838000
279957,bpomb34,START_WORKING,1753612407000
279959,bpomb34,START_BREAK,1753615387000
279958,bpomb34,START_WORKING,1753615967000
279960,bpomb34,START_BREAK,1753617531000
279961,bpomb34,START_WORKING,1753617927000
279962,bpomb34,START_BREAK,1753620601000
279947,bpomb34,END_SHIFT,1753621260000
279963,bpomb34,START_WORKING,1753621261000
279948,bpomb34,START_SHIFT,1753623023000
279965,bpomb34,START_BREAK,1753623026000
279964,bpomb34,START_WORKING,1753623313000
279966,bpomb34,START_BREAK,1753626362000
279967,bpomb34,START_WORKING,1753627399000
279968,bpomb34,START_BREAK,1753629147000
279949,bpomb34,END_SHIFT,1753630233000
279969,bpomb34,START_WORKING,1753630234000
280628,bpomb34,START_SHIFT,1753687813000
280632,bpomb34,START_BREAK,1753687816000
280634,bpomb34,START_WORKING,1753687958000
280633,bpomb34,START_BREAK,1753688537000
280635,bpomb34,START_WORKING,1753688735000
280636,bpomb34,START_BREAK,1753691632000
280637,bpomb34,START_WORKING,1753691783000
280640,bpomb34,START_BREAK,1753695580000
280639,bpomb34,START_WORKING,1753696207000
280638,bpomb34,START_BREAK,1753698549000
280641,bpomb34,START_WORKING,1753698792000
280642,bpomb34,START_BREAK,1753702608000
280643,bpomb34,START_WORKING,1753702767000
280644,bpomb34,START_BREAK,1753705160000
280629,bpomb34,END_SHIFT,1753705801000
280645,bpomb34,START_WORKING,1753705802000
280630,bpomb34,START_SHIFT,1753707634000
280646,bpomb34,START_BREAK,1753707638000
280647,bpomb34,START_WORKING,1753707956000
280648,bpomb34,START_BREAK,1753709053000
280649,bpomb34,START_WORKING,1753709198000
280651,bpomb34,START_BREAK,1753711131000
280650,bpomb34,START_WORKING,1753712228000
280652,bpomb34,START_BREAK,1753713546000
280654,bpomb34,START_WORKING,1753713837000
280653,bpomb34,START_BREAK,1753716014000
280631,bpomb34,END_SHIFT,1753716606000
280655,bpomb34,START_WORKING,1753716607000
281370,bpomb34,START_SHIFT,1753774266000
281374,bpomb34,START_BREAK,1753774268000
281375,bpomb34,START_WORKING,1753774360000
281376,bpomb34,START_BREAK,1753776464000
281377,bpomb34,START_WORKING,1753776826000
281378,bpomb34,START_BREAK,1753776854000
281379,bpomb34,START_WORKING,1753776946000
281380,bpomb34,START_BREAK,1753778220000
281382,bpomb34,START_WORKING,1753778966000
281381,bpomb34,START_BREAK,1753780236000
281384,bpomb34,START_WORKING,1753780739000
281383,bpomb34,START_BREAK,1753781777000
281385,bpomb34,START_WORKING,1753782538000
281386,bpomb34,START_BREAK,1753782540000
281387,bpomb34,START_WORKING,1753782711000
281388,bpomb34,START_BREAK,1753782713000
281390,bpomb34,START_WORKING,1753783687000
281389,bpomb34,START_BREAK,1753785677000
281391,bpomb34,START_WORKING,1753786067000
281392,bpomb34,START_BREAK,1753787588000
281393,bpomb34,START_WORKING,1753788194000
281394,bpomb34,START_BREAK,1753788195000
281395,bpomb34,START_WORKING,1753788608000
281396,bpomb34,START_BREAK,1753791943000
281397,bpomb34,START_WORKING,1753792211000
281398,bpomb34,START_BREAK,1753793063000
281371,bpomb34,END_SHIFT,1753794261000
281399,bpomb34,START_WORKING,1753794262000
281372,bpomb34,START_SHIFT,1753796037000
281400,bpomb34,START_BREAK,1753796041000
281401,bpomb34,START_WORKING,1753796409000
281402,bpomb34,START_BREAK,1753802232000
281373,bpomb34,END_SHIFT,1753803044000
281403,bpomb34,START_WORKING,1753803045000
229668,bpomb35,START_SHIFT,1748822679000
229673,bpomb35,START_BREAK,1748841539000
229669,bpomb35,END_SHIFT,1748842359000
229672,bpomb35,START_WORKING,1748842360000
229670,bpomb35,START_SHIFT,1748844527000
229674,bpomb35,START_BREAK,1748850172000
229671,bpomb35,END_SHIFT,1748851249000
229675,bpomb35,START_WORKING,1748851251000
231093,bpomb35,START_SHIFT,1748921740000
231098,bpomb35,START_BREAK,1748948140000
231099,bpomb35,START_WORKING,1748948166000
231101,bpomb35,START_BREAK,1748951180000
231095,bpomb35,END_SHIFT,1748951541000
231100,bpomb35,START_WORKING,1748951542000
231097,bpomb35,START_SHIFT,1748953787000
231102,bpomb35,START_BREAK,1748964037000
231096,bpomb35,END_SHIFT,1748964785000
231104,bpomb35,START_WORKING,1748964786000
232319,bpomb35,START_SHIFT,1749022232000
232322,bpomb35,START_BREAK,1749022401000
232324,bpomb35,START_WORKING,1749022549000
232323,bpomb35,START_BREAK,1749034566000
232320,bpomb35,END_SHIFT,1749035780000
232325,bpomb35,START_WORKING,1749035782000
232321,bpomb35,START_SHIFT,1749037891000
232326,bpomb35,START_BREAK,1749050670000
233495,bpomb35,START_SHIFT,1749098145000
233499,bpomb35,START_BREAK,1749108648000
233500,bpomb35,START_WORKING,1749109968000
233501,bpomb35,START_BREAK,1749109980000
233503,bpomb35,START_WORKING,1749111409000
233502,bpomb35,START_BREAK,1749117393000
233504,bpomb35,START_WORKING,1749117546000
233505,bpomb35,START_BREAK,1749117584000
233506,bpomb35,START_WORKING,1749119040000
233507,bpomb35,START_BREAK,1749124420000
233497,bpomb35,END_SHIFT,1749125982000
233508,bpomb35,START_WORKING,1749125984000
233496,bpomb35,START_SHIFT,1749128041000
233509,bpomb35,START_BREAK,1749135841000
233498,bpomb35,END_SHIFT,1749138967000
233510,bpomb35,START_WORKING,1749138968000
234499,bpomb35,START_SHIFT,1749195261000
234502,bpomb35,START_BREAK,1749208864000
234497,bpomb35,END_SHIFT,1749212193000
234503,bpomb35,START_WORKING,1749212194000
234501,bpomb35,START_SHIFT,1749214182000
234504,bpomb35,START_BREAK,1749222949000
234505,bpomb35,START_WORKING,1749223022000
234506,bpomb35,START_BREAK,1749223029000
234507,bpomb35,START_WORKING,1749223351000
234508,bpomb35,START_BREAK,1749223361000
234500,bpomb35,END_SHIFT,1749223879000
234509,bpomb35,START_WORKING,1749223880000
236398,bpomb35,START_SHIFT,1749366375000
236403,bpomb35,START_BREAK,1749377863000
236400,bpomb35,END_SHIFT,1749380887000
236404,bpomb35,START_WORKING,1749380888000
236401,bpomb35,START_SHIFT,1749384171000
236406,bpomb35,START_BREAK,1749394598000
236405,bpomb35,START_WORKING,1749394907000
236407,bpomb35,START_BREAK,1749394945000
236402,bpomb35,END_SHIFT,1749395776000
236408,bpomb35,START_WORKING,1749395778000
237608,bpomb35,START_SHIFT,1749445358000
237614,bpomb35,START_BREAK,1749453399000
237613,bpomb35,START_WORKING,1749454636000
237615,bpomb35,START_BREAK,1749457652000
237616,bpomb35,START_WORKING,1749459235000
237617,bpomb35,START_BREAK,1749462030000
237610,bpomb35,END_SHIFT,1749462786000
237618,bpomb35,START_WORKING,1749462787000
237611,bpomb35,START_SHIFT,1749464893000
237619,bpomb35,START_BREAK,1749480108000
237620,bpomb35,START_WORKING,1749480302000
237622,bpomb35,START_BREAK,1749480326000
237621,bpomb35,START_WORKING,1749480490000
237623,bpomb35,START_BREAK,1749480509000
237612,bpomb35,END_SHIFT,1749481841000
237625,bpomb35,START_WORKING,1749481843000
238760,bpomb35,START_SHIFT,1749531775000
238763,bpomb35,START_BREAK,1749542506000
238764,bpomb35,START_WORKING,1749542596000
238765,bpomb35,START_BREAK,1749550033000
238759,bpomb35,END_SHIFT,1749552221000
238767,bpomb35,START_WORKING,1749552223000
238761,bpomb35,START_SHIFT,1749555037000
238766,bpomb35,START_BREAK,1749558623000
238768,bpomb35,START_WORKING,1749559204000
238769,bpomb35,START_BREAK,1749567082000
238762,bpomb35,END_SHIFT,1749568228000
238770,bpomb35,START_WORKING,1749568230000
239922,bpomb35,START_SHIFT,1749623477000
239927,bpomb35,START_BREAK,1749631602000
239928,bpomb35,START_WORKING,1749631658000
239930,bpomb35,START_BREAK,1749637978000
239929,bpomb35,START_WORKING,1749637982000
239931,bpomb35,START_BREAK,1749638561000
239924,bpomb35,END_SHIFT,1749640041000
239932,bpomb35,START_WORKING,1749640043000
239925,bpomb35,START_SHIFT,1749641892000
239933,bpomb35,START_BREAK,1749654177000
239934,bpomb35,START_WORKING,1749654181000
239936,bpomb35,START_BREAK,1749654473000
239935,bpomb35,START_WORKING,1749654820000
239937,bpomb35,START_BREAK,1749654832000
239938,bpomb35,START_WORKING,1749655082000
239939,bpomb35,START_BREAK,1749655092000
239926,bpomb35,END_SHIFT,1749655983000
239940,bpomb35,START_WORKING,1749655984000
240849,bpomb35,START_SHIFT,1749699503000
240850,bpomb35,END_SHIFT,1749699556000
240851,bpomb35,START_SHIFT,1749699569000
240854,bpomb35,START_BREAK,1749713699000
240857,bpomb35,START_WORKING,1749714411000
240856,bpomb35,START_BREAK,1749729305000
240852,bpomb35,END_SHIFT,1749730092000
240858,bpomb35,START_WORKING,1749730094000
240853,bpomb35,START_SHIFT,1749732294000
240859,bpomb35,START_BREAK,1749740985000
240855,bpomb35,END_SHIFT,1749742271000
240860,bpomb35,START_WORKING,1749742272000
241916,bpomb35,START_SHIFT,1749777107000
241921,bpomb35,START_BREAK,1749792771000
241918,bpomb35,END_SHIFT,1749793805000
241922,bpomb35,START_WORKING,1749793806000
241919,bpomb35,START_SHIFT,1749795798000
241923,bpomb35,START_BREAK,1749801475000
241924,bpomb35,START_WORKING,1749802938000
241925,bpomb35,START_BREAK,1749803956000
241926,bpomb35,START_WORKING,1749804949000
241927,bpomb35,START_BREAK,1749804974000
241920,bpomb35,END_SHIFT,1749805816000
241928,bpomb35,START_WORKING,1749805817000
245152,bpomb35,START_SHIFT,1750032813000
245156,bpomb35,START_BREAK,1750045583000
245154,bpomb35,END_SHIFT,1750047820000
245157,bpomb35,START_WORKING,1750047822000
245153,bpomb35,START_SHIFT,1750049928000
245158,bpomb35,START_BREAK,1750060490000
245155,bpomb35,END_SHIFT,1750061908000
245159,bpomb35,START_WORKING,1750061909000
246494,bpomb35,START_SHIFT,1750118796000
246499,bpomb35,START_BREAK,1750126949000
246500,bpomb35,START_WORKING,1750127001000
246502,bpomb35,START_BREAK,1750136941000
246496,bpomb35,END_SHIFT,1750138193000
246501,bpomb35,START_WORKING,1750138194000
246497,bpomb35,START_SHIFT,1750140145000
246503,bpomb35,START_BREAK,1750145951000
246504,bpomb35,START_WORKING,1750146129000
246507,bpomb35,START_BREAK,1750146253000
246506,bpomb35,START_WORKING,1750146522000
246505,bpomb35,START_BREAK,1750146609000
246498,bpomb35,END_SHIFT,1750147607000
246508,bpomb35,START_WORKING,1750147609000
247743,bpomb35,START_SHIFT,1750230124000
247746,bpomb35,START_BREAK,1750243424000
247745,bpomb35,END_SHIFT,1750244018000
247749,bpomb35,START_WORKING,1750244019000
247747,bpomb35,START_SHIFT,1750246002000
247750,bpomb35,START_BREAK,1750258054000
247751,bpomb35,START_WORKING,1750258494000
247752,bpomb35,START_BREAK,1750258510000
247748,bpomb35,END_SHIFT,1750258935000
247753,bpomb35,START_WORKING,1750258936000
248672,bpomb35,START_SHIFT,1750318599000
248676,bpomb35,START_BREAK,1750322785000
248678,bpomb35,START_WORKING,1750324240000
248677,bpomb35,START_BREAK,1750330911000
248673,bpomb35,END_SHIFT,1750331987000
248679,bpomb35,START_WORKING,1750331988000
248674,bpomb35,START_SHIFT,1750334288000
248680,bpomb35,START_BREAK,1750345890000
248681,bpomb35,START_WORKING,1750346144000
248682,bpomb35,START_BREAK,1750346162000
248683,bpomb35,START_WORKING,1750346365000
248684,bpomb35,START_BREAK,1750346392000
248675,bpomb35,END_SHIFT,1750348108000
248686,bpomb35,START_WORKING,1750348109000
249754,bpomb35,START_SHIFT,1750382590000
249760,bpomb35,START_BREAK,1750396540000
249755,bpomb35,END_SHIFT,1750397923000
249758,bpomb35,START_WORKING,1750397924000
249756,bpomb35,START_SHIFT,1750399814000
249759,bpomb35,START_BREAK,1750405060000
249761,bpomb35,START_WORKING,1750405291000
249762,bpomb35,START_BREAK,1750410556000
249757,bpomb35,END_SHIFT,1750411831000
249763,bpomb35,START_WORKING,1750411832000
250755,bpomb35,START_SHIFT,1750491412000
250757,bpomb35,END_SHIFT,1750491565000
250758,bpomb35,START_SHIFT,1750491675000
250764,bpomb35,START_BREAK,1750497741000
250765,bpomb35,START_WORKING,1750498821000
250766,bpomb35,START_BREAK,1750506745000
250759,bpomb35,END_SHIFT,1750509126000
250767,bpomb35,START_WORKING,1750509127000
250760,bpomb35,START_SHIFT,1750511635000
250768,bpomb35,START_BREAK,1750512730000
250769,bpomb35,START_WORKING,1750512749000
250761,bpomb35,END_SHIFT,1750513854000
250762,bpomb35,START_SHIFT,1750514269000
250770,bpomb35,START_BREAK,1750519669000
250771,bpomb35,START_WORKING,1750519672000
250772,bpomb35,START_BREAK,1750520522000
250763,bpomb35,END_SHIFT,1750520788000
250773,bpomb35,START_WORKING,1750520789000
251790,bpomb35,START_SHIFT,1750577305000
251792,bpomb35,START_BREAK,1750580481000
251793,bpomb35,START_WORKING,1750581161000
251794,bpomb35,START_BREAK,1750589046000
251789,bpomb35,END_SHIFT,1750590652000
251795,bpomb35,START_WORKING,1750590654000
251788,bpomb35,START_SHIFT,1750592685000
251796,bpomb35,START_BREAK,1750605329000
251797,bpomb35,START_WORKING,1750605391000
251798,bpomb35,START_BREAK,1750605473000
251791,bpomb35,END_SHIFT,1750606264000
251799,bpomb35,START_WORKING,1750606265000
252999,bpomb35,START_SHIFT,1750641116000
253003,bpomb35,START_BREAK,1750657398000
252998,bpomb35,END_SHIFT,1750658273000
253005,bpomb35,START_WORKING,1750658277000
253001,bpomb35,START_SHIFT,1750660322000
253004,bpomb35,START_BREAK,1750667371000
253006,bpomb35,START_WORKING,1750667693000
253007,bpomb35,START_BREAK,1750676007000
253002,bpomb35,END_SHIFT,1750677281000
253009,bpomb35,START_WORKING,1750677282000
254058,bpomb35,START_SHIFT,1750723321000
254062,bpomb35,START_BREAK,1750732985000
254063,bpomb35,START_WORKING,1750733058000
254067,bpomb35,START_BREAK,1750736098000
254060,bpomb35,END_SHIFT,1750736403000
254064,bpomb35,START_WORKING,1750736405000
254059,bpomb35,START_SHIFT,1750738467000
254065,bpomb35,START_BREAK,1750748685000
254068,bpomb35,START_WORKING,1750749027000
254066,bpomb35,START_BREAK,1750751651000
254070,bpomb35,START_WORKING,1750751720000
254069,bpomb35,START_BREAK,1750758004000
254071,bpomb35,START_WORKING,1750758272000
254073,bpomb35,START_BREAK,1750758283000
254061,bpomb35,END_SHIFT,1750759728000
254072,bpomb35,START_WORKING,1750759729000
255090,bpomb35,START_SHIFT,1750829727000
255094,bpomb35,START_BREAK,1750833669000
255095,bpomb35,START_WORKING,1750834178000
255096,bpomb35,START_BREAK,1750837456000
255098,bpomb35,START_WORKING,1750837540000
255097,bpomb35,START_BREAK,1750837848000
255099,bpomb35,START_WORKING,1750837861000
255100,bpomb35,START_BREAK,1750851792000
255092,bpomb35,END_SHIFT,1750853616000
255101,bpomb35,START_WORKING,1750853618000
255091,bpomb35,START_SHIFT,1750855546000
255102,bpomb35,START_BREAK,1750864546000
255093,bpomb35,END_SHIFT,1750866575000
255103,bpomb35,START_WORKING,1750866576000
256008,bpomb35,START_SHIFT,1750910527000
256012,bpomb35,START_BREAK,1750924850000
256009,bpomb35,END_SHIFT,1750927770000
256013,bpomb35,START_WORKING,1750927771000
256010,bpomb35,START_SHIFT,1750929759000
256014,bpomb35,START_BREAK,1750945293000
256011,bpomb35,END_SHIFT,1750946577000
256015,bpomb35,START_WORKING,1750946579000
256850,bpomb35,START_SHIFT,1750989933000
256854,bpomb35,START_BREAK,1750995230000
256855,bpomb35,START_WORKING,1750995964000
256856,bpomb35,START_BREAK,1751007769000
256851,bpomb35,END_SHIFT,1751007965000
256857,bpomb35,START_WORKING,1751007966000
256853,bpomb35,START_SHIFT,1751009901000
256858,bpomb35,START_BREAK,1751017413000
256852,bpomb35,END_SHIFT,1751018749000
256859,bpomb35,START_WORKING,1751018750000
257589,bpomb35,START_SHIFT,1751092430000
257593,bpomb35,START_BREAK,1751096145000
257594,bpomb35,START_WORKING,1751096179000
257595,bpomb35,START_BREAK,1751102320000
257596,bpomb35,START_WORKING,1751102421000
257597,bpomb35,START_BREAK,1751112887000
257599,bpomb35,START_WORKING,1751113399000
257598,bpomb35,START_BREAK,1751113462000
257590,bpomb35,END_SHIFT,1751114836000
257600,bpomb35,START_WORKING,1751114838000
257591,bpomb35,START_SHIFT,1751116819000
257601,bpomb35,START_BREAK,1751123111000
257592,bpomb35,END_SHIFT,1751125260000
257602,bpomb35,START_WORKING,1751125261000
258289,bpomb35,START_SHIFT,1751155512000
258291,bpomb35,START_BREAK,1751168694000
258288,bpomb35,END_SHIFT,1751170271000
258293,bpomb35,START_WORKING,1751170272000
258290,bpomb35,START_SHIFT,1751172248000
258294,bpomb35,START_BREAK,1751180952000
258295,bpomb35,START_WORKING,1751181146000
258296,bpomb35,START_BREAK,1751182749000
258292,bpomb35,END_SHIFT,1751184316000
258297,bpomb35,START_WORKING,1751184318000
259094,bpomb35,START_SHIFT,1751268613000
259098,bpomb35,START_BREAK,1751286062000
259095,bpomb35,END_SHIFT,1751287287000
259099,bpomb35,START_WORKING,1751287288000
259096,bpomb35,START_SHIFT,1751289347000
259100,bpomb35,START_BREAK,1751296424000
259097,bpomb35,END_SHIFT,1751297439000
259101,bpomb35,START_WORKING,1751297440000
259867,bpomb35,START_SHIFT,1751354223000
259871,bpomb35,START_BREAK,1751355248000
259872,bpomb35,START_WORKING,1751355364000
259873,bpomb35,START_BREAK,1751355826000
259874,bpomb35,START_WORKING,1751355964000
259875,bpomb35,START_BREAK,1751364790000
259876,bpomb35,START_WORKING,1751365127000
259877,bpomb35,START_BREAK,1751365147000
259868,bpomb35,END_SHIFT,1751366291000
259878,bpomb35,START_WORKING,1751366293000
259869,bpomb35,START_SHIFT,1751368224000
259879,bpomb35,START_BREAK,1751377862000
259880,bpomb35,START_WORKING,1751378163000
259881,bpomb35,START_BREAK,1751381015000
259882,bpomb35,START_WORKING,1751381028000
259883,bpomb35,START_BREAK,1751381402000
259884,bpomb35,START_WORKING,1751382300000
259885,bpomb35,START_BREAK,1751382308000
259870,bpomb35,END_SHIFT,1751383317000
259887,bpomb35,START_WORKING,1751383319000
260633,bpomb35,START_SHIFT,1751441727000
260638,bpomb35,START_BREAK,1751442436000
260639,bpomb35,START_WORKING,1751442679000
260641,bpomb35,START_BREAK,1751444997000
260640,bpomb35,START_WORKING,1751445583000
260642,bpomb35,START_BREAK,1751446699000
260644,bpomb35,START_WORKING,1751447631000
260643,bpomb35,START_BREAK,1751457083000
260635,bpomb35,END_SHIFT,1751458564000
260645,bpomb35,START_WORKING,1751458565000
260637,bpomb35,START_SHIFT,1751460480000
260647,bpomb35,START_BREAK,1751469221000
260646,bpomb35,START_WORKING,1751469380000
260648,bpomb35,START_BREAK,1751469388000
260636,bpomb35,END_SHIFT,1751470579000
260650,bpomb35,START_WORKING,1751470581000
262109,bpomb35,START_SHIFT,1751587531000
262113,bpomb35,START_BREAK,1751599352000
262110,bpomb35,END_SHIFT,1751601343000
262114,bpomb35,START_WORKING,1751601345000
262111,bpomb35,START_SHIFT,1751603371000
262115,bpomb35,START_BREAK,1751606620000
262116,bpomb35,START_WORKING,1751606738000
